name,category_id,remains,rating,description,price
New Balance Chuck 70,2,69,3.66,"New Balance Chuck 70 sneakers, designed for lifestyle performance and style.",109.35
Nike Speedrunner,5,1,4.4,"Nike Speedrunner sneakers, designed for tennis performance and style.",187.67
Converse 990v5,1,131,4.77,"Converse 990v5 sneakers, designed for basketball performance and style.",208.45
MSCHF Gel-Lyte,4,164,3.85,"MSCHF Gel-Lyte sneakers, designed for running performance and style.",276.4
Fila Triple S,1,159,4.73,"Fila Triple S sneakers, designed for basketball performance and style.",290.15
New Balance Triple S,5,1,4.72,"New Balance Triple S sneakers, designed for tennis performance and style.",465.05
Louis Vuitton RS-Dreamer,2,21,4.52,"Louis Vuitton RS-Dreamer sneakers, designed for lifestyle performance and style.",270.14
New Balance Gel-Lyte,1,16,3.12,"New Balance Gel-Lyte sneakers, designed for basketball performance and style.",203.93
Adidas Retro 1,2,182,3.1,"Adidas Retro 1 sneakers, designed for lifestyle performance and style.",177.89
Reebok Disruptor,5,69,4.6,"Reebok Disruptor sneakers, designed for tennis performance and style.",77.58
New Balance Gel-Lyte,5,191,3.34,"New Balance Gel-Lyte sneakers, designed for tennis performance and style.",272.41
Puma Air Max,6,148,4.73,"Puma Air Max sneakers, designed for other performance and style.",204.79
Adidas React Infinity,5,4,4.19,"Adidas React Infinity sneakers, designed for tennis performance and style.",309.97
Asics Speedrunner,3,199,4.85,"Asics Speedrunner sneakers, designed for fashion performance and style.",217.12
Asics Air Max,4,24,3.5,"Asics Air Max sneakers, designed for running performance and style.",243.0
Louis Vuitton Air Max,1,163,4.3,"Louis Vuitton Air Max sneakers, designed for basketball performance and style.",166.34
Adidas Triple S,1,144,4.95,"Adidas Triple S sneakers, designed for basketball performance and style.",296.98
Yeezy Disruptor,6,110,4.1,"Yeezy Disruptor sneakers, designed for other performance and style.",257.04
Dior Gel-Lyte,3,72,3.74,"Dior Gel-Lyte sneakers, designed for fashion performance and style.",273.3
Puma Retro 1,2,63,3.38,"Puma Retro 1 sneakers, designed for lifestyle performance and style.",179.35
Lanvin RS-X,3,106,4.43,"Lanvin RS-X sneakers, designed for fashion performance and style.",294.73
Yeezy RS-Dreamer,2,126,4.31,"Yeezy RS-Dreamer sneakers, designed for lifestyle performance and style.",331.4
Nike Disruptor,4,30,3.78,"Nike Disruptor sneakers, designed for running performance and style.",298.23
Converse Classic Leather,5,117,3.09,"Converse Classic Leather sneakers, designed for tennis performance and style.",126.77
MSCHF Air Max,3,139,4.43,"MSCHF Air Max sneakers, designed for fashion performance and style.",262.2
Dior React Infinity,5,24,3.19,"Dior React Infinity sneakers, designed for tennis performance and style.",421.52
Jordan Speedrunner,3,188,3.45,"Jordan Speedrunner sneakers, designed for fashion performance and style.",73.2
Dior Dunk,1,195,4.28,"Dior Dunk sneakers, designed for basketball performance and style.",406.0
Adidas Zoom Pegasus,1,137,3.81,"Adidas Zoom Pegasus sneakers, designed for basketball performance and style.",239.12
Yeezy Powerframe,6,5,4.56,"Yeezy Powerframe sneakers, designed for other performance and style.",449.76
Reebok Zoom Pegasus,4,106,3.22,"Reebok Zoom Pegasus sneakers, designed for running performance and style.",378.37
Reebok Dunk,2,107,4.54,"Reebok Dunk sneakers, designed for lifestyle performance and style.",323.43
Adidas Gel-Lyte,4,106,3.9,"Adidas Gel-Lyte sneakers, designed for running performance and style.",87.89
Dior React Infinity,4,108,3.31,"Dior React Infinity sneakers, designed for running performance and style.",251.23
New Balance RS-X,3,43,4.17,"New Balance RS-X sneakers, designed for fashion performance and style.",264.11
Reebok RS-Dreamer,3,160,3.93,"Reebok RS-Dreamer sneakers, designed for fashion performance and style.",265.56
Reebok RS-Dreamer,5,30,4.61,"Reebok RS-Dreamer sneakers, designed for tennis performance and style.",220.99
Jordan React Infinity,6,52,4.17,"Jordan React Infinity sneakers, designed for other performance and style.",383.69
Asics RS-X,5,116,4.76,"Asics RS-X sneakers, designed for tennis performance and style.",368.44
Puma Dunk,2,40,3.91,"Puma Dunk sneakers, designed for lifestyle performance and style.",396.17
Converse Gel-Lyte,3,123,3.39,"Converse Gel-Lyte sneakers, designed for fashion performance and style.",53.56
Reebok Classic Leather,3,59,3.31,"Reebok Classic Leather sneakers, designed for fashion performance and style.",245.97
Louis Vuitton React Infinity,2,53,4.78,"Louis Vuitton React Infinity sneakers, designed for lifestyle performance and style.",489.71
Adidas Disruptor,2,132,3.96,"Adidas Disruptor sneakers, designed for lifestyle performance and style.",294.44
Nike Dunk,6,180,3.01,"Nike Dunk sneakers, designed for other performance and style.",296.75
Jordan Triple S,1,97,3.27,"Jordan Triple S sneakers, designed for basketball performance and style.",115.81
Asics Classic Leather,3,133,3.32,"Asics Classic Leather sneakers, designed for fashion performance and style.",219.07
Reebok React Infinity,2,158,3.45,"Reebok React Infinity sneakers, designed for lifestyle performance and style.",190.27
Converse Air Max,6,168,4.81,"Converse Air Max sneakers, designed for other performance and style.",106.62
Jordan Chuck 70,4,187,3.06,"Jordan Chuck 70 sneakers, designed for running performance and style.",444.37
Adidas Air Max,3,156,3.54,"Adidas Air Max sneakers, designed for fashion performance and style.",393.26
Puma Classic Leather,3,57,4.35,"Puma Classic Leather sneakers, designed for fashion performance and style.",495.91
MSCHF Zoom Pegasus,6,176,3.78,"MSCHF Zoom Pegasus sneakers, designed for other performance and style.",267.44
Yeezy Disruptor,3,190,4.28,"Yeezy Disruptor sneakers, designed for fashion performance and style.",69.1
Fila Classic Leather,5,98,4.73,"Fila Classic Leather sneakers, designed for tennis performance and style.",269.53
Jordan Triple S,1,128,4.86,"Jordan Triple S sneakers, designed for basketball performance and style.",341.55
Fila Zoom Pegasus,5,44,4.39,"Fila Zoom Pegasus sneakers, designed for tennis performance and style.",307.07
New Balance Chuck 70,4,159,4.48,"New Balance Chuck 70 sneakers, designed for running performance and style.",242.06
Dior Gel-Lyte,4,147,4.75,"Dior Gel-Lyte sneakers, designed for running performance and style.",78.17
Puma Gel-Lyte,5,149,3.27,"Puma Gel-Lyte sneakers, designed for tennis performance and style.",341.7
Asics 990v5,2,161,3.17,"Asics 990v5 sneakers, designed for lifestyle performance and style.",419.97
Reebok RS-Dreamer,2,132,3.69,"Reebok RS-Dreamer sneakers, designed for lifestyle performance and style.",198.29
Lanvin RS-Dreamer,6,179,4.94,"Lanvin RS-Dreamer sneakers, designed for other performance and style.",91.17
Dior 990v5,6,111,3.05,"Dior 990v5 sneakers, designed for other performance and style.",100.14
New Balance Speedrunner,6,132,4.43,"New Balance Speedrunner sneakers, designed for other performance and style.",60.3
Asics Triple S,2,156,3.4,"Asics Triple S sneakers, designed for lifestyle performance and style.",144.8
New Balance Zoom Pegasus,6,8,4.13,"New Balance Zoom Pegasus sneakers, designed for other performance and style.",268.35
Asics Air Max,2,7,4.44,"Asics Air Max sneakers, designed for lifestyle performance and style.",121.09
Reebok Zoom Pegasus,2,70,3.41,"Reebok Zoom Pegasus sneakers, designed for lifestyle performance and style.",252.98
Puma Zoom Pegasus,1,13,4.53,"Puma Zoom Pegasus sneakers, designed for basketball performance and style.",447.84
Puma Retro 1,5,16,3.25,"Puma Retro 1 sneakers, designed for tennis performance and style.",470.24
New Balance Triple S,1,192,4.8,"New Balance Triple S sneakers, designed for basketball performance and style.",269.93
Dior Speedrunner,4,51,4.05,"Dior Speedrunner sneakers, designed for running performance and style.",338.46
Dior React Infinity,4,134,4.33,"Dior React Infinity sneakers, designed for running performance and style.",438.41
MSCHF React Infinity,2,11,4.2,"MSCHF React Infinity sneakers, designed for lifestyle performance and style.",396.36
Fila Air Max,5,13,3.88,"Fila Air Max sneakers, designed for tennis performance and style.",97.53
Louis Vuitton Triple S,1,196,4.98,"Louis Vuitton Triple S sneakers, designed for basketball performance and style.",236.12
Dior Classic Leather,6,78,4.27,"Dior Classic Leather sneakers, designed for other performance and style.",432.7
Fila Dunk,4,70,4.53,"Fila Dunk sneakers, designed for running performance and style.",217.33
Dior Zoom Pegasus,3,152,3.82,"Dior Zoom Pegasus sneakers, designed for fashion performance and style.",483.02
Converse Powerframe,1,65,4.2,"Converse Powerframe sneakers, designed for basketball performance and style.",475.1
Jordan Gel-Lyte,2,63,3.27,"Jordan Gel-Lyte sneakers, designed for lifestyle performance and style.",146.39
Converse Speedrunner,6,66,3.53,"Converse Speedrunner sneakers, designed for other performance and style.",165.27
Adidas Retro 1,2,95,4.81,"Adidas Retro 1 sneakers, designed for lifestyle performance and style.",368.86
Jordan Powerframe,3,117,3.77,"Jordan Powerframe sneakers, designed for fashion performance and style.",368.24
Puma Retro 1,5,44,3.8,"Puma Retro 1 sneakers, designed for tennis performance and style.",360.79
Adidas Triple S,5,39,4.1,"Adidas Triple S sneakers, designed for tennis performance and style.",343.75
Jordan Triple S,5,19,4.03,"Jordan Triple S sneakers, designed for tennis performance and style.",162.08
Louis Vuitton Speedrunner,2,10,3.02,"Louis Vuitton Speedrunner sneakers, designed for lifestyle performance and style.",96.99
Jordan React Infinity,3,194,4.04,"Jordan React Infinity sneakers, designed for fashion performance and style.",482.36
Yeezy Air Max,3,81,3.18,"Yeezy Air Max sneakers, designed for fashion performance and style.",463.76
Fila React Infinity,1,15,4.66,"Fila React Infinity sneakers, designed for basketball performance and style.",214.22
Dior Yeezy Boost,3,80,3.37,"Dior Yeezy Boost sneakers, designed for fashion performance and style.",312.87
Fila RS-Dreamer,4,192,4.85,"Fila RS-Dreamer sneakers, designed for running performance and style.",393.79
Asics Retro 1,6,72,3.48,"Asics Retro 1 sneakers, designed for other performance and style.",339.05
Nike Zoom Pegasus,3,127,3.68,"Nike Zoom Pegasus sneakers, designed for fashion performance and style.",321.46
Fila Gel-Lyte,5,27,3.36,"Fila Gel-Lyte sneakers, designed for tennis performance and style.",303.04
Puma Chuck 70,6,116,4.72,"Puma Chuck 70 sneakers, designed for other performance and style.",408.54
Converse React Infinity,6,47,4.19,"Converse React Infinity sneakers, designed for other performance and style.",468.66
Nike Powerframe,4,104,3.54,"Nike Powerframe sneakers, designed for running performance and style.",160.74
Puma RS-X,5,156,4.79,"Puma RS-X sneakers, designed for tennis performance and style.",222.46
Fila Gel-Lyte,5,15,4.17,"Fila Gel-Lyte sneakers, designed for tennis performance and style.",352.62
Yeezy Gel-Lyte,1,197,4.18,"Yeezy Gel-Lyte sneakers, designed for basketball performance and style.",309.52
Converse React Infinity,2,99,3.72,"Converse React Infinity sneakers, designed for lifestyle performance and style.",306.87
Nike Powerframe,1,147,3.99,"Nike Powerframe sneakers, designed for basketball performance and style.",240.54
Converse Retro 1,1,198,4.18,"Converse Retro 1 sneakers, designed for basketball performance and style.",76.91
Yeezy Disruptor,6,114,3.44,"Yeezy Disruptor sneakers, designed for other performance and style.",250.94
Dior Yeezy Boost,6,111,4.99,"Dior Yeezy Boost sneakers, designed for other performance and style.",111.9
Nike Triple S,3,171,3.47,"Nike Triple S sneakers, designed for fashion performance and style.",107.74
Converse Powerframe,3,15,3.38,"Converse Powerframe sneakers, designed for fashion performance and style.",208.17
Lanvin Disruptor,6,33,4.63,"Lanvin Disruptor sneakers, designed for other performance and style.",353.47
Puma Classic Leather,3,22,4.96,"Puma Classic Leather sneakers, designed for fashion performance and style.",428.72
Yeezy Chuck 70,1,51,4.05,"Yeezy Chuck 70 sneakers, designed for basketball performance and style.",481.13
Jordan Speedrunner,2,145,4.98,"Jordan Speedrunner sneakers, designed for lifestyle performance and style.",409.81
Reebok Yeezy Boost,5,99,4.39,"Reebok Yeezy Boost sneakers, designed for tennis performance and style.",267.71
Dior Classic Leather,6,12,3.53,"Dior Classic Leather sneakers, designed for other performance and style.",347.62
Puma Classic Leather,2,125,4.43,"Puma Classic Leather sneakers, designed for lifestyle performance and style.",254.6
Louis Vuitton Disruptor,4,166,3.6,"Louis Vuitton Disruptor sneakers, designed for running performance and style.",125.21
Lanvin RS-Dreamer,4,200,3.72,"Lanvin RS-Dreamer sneakers, designed for running performance and style.",119.28
Jordan Disruptor,1,89,3.36,"Jordan Disruptor sneakers, designed for basketball performance and style.",223.83
New Balance Speedrunner,3,92,4.98,"New Balance Speedrunner sneakers, designed for fashion performance and style.",441.05
Louis Vuitton 990v5,4,114,4.47,"Louis Vuitton 990v5 sneakers, designed for running performance and style.",250.53
Puma Gel-Lyte,2,141,4.59,"Puma Gel-Lyte sneakers, designed for lifestyle performance and style.",81.23
Yeezy Gel-Lyte,6,156,3.7,"Yeezy Gel-Lyte sneakers, designed for other performance and style.",468.8
Puma Retro 1,1,158,3.62,"Puma Retro 1 sneakers, designed for basketball performance and style.",68.01
Yeezy Dunk,5,30,3.45,"Yeezy Dunk sneakers, designed for tennis performance and style.",374.06
Lanvin RS-Dreamer,3,156,4.05,"Lanvin RS-Dreamer sneakers, designed for fashion performance and style.",319.02
Yeezy Air Max,1,63,4.45,"Yeezy Air Max sneakers, designed for basketball performance and style.",353.95
MSCHF 990v5,5,28,4.35,"MSCHF 990v5 sneakers, designed for tennis performance and style.",431.84
Asics RS-X,6,7,4.36,"Asics RS-X sneakers, designed for other performance and style.",161.53
Nike RS-X,4,114,4.83,"Nike RS-X sneakers, designed for running performance and style.",80.32
MSCHF Disruptor,2,69,3.85,"MSCHF Disruptor sneakers, designed for lifestyle performance and style.",255.48
Adidas RS-Dreamer,3,193,4.16,"Adidas RS-Dreamer sneakers, designed for fashion performance and style.",293.11
Adidas React Infinity,5,34,3.99,"Adidas React Infinity sneakers, designed for tennis performance and style.",262.24
Dior React Infinity,4,149,3.31,"Dior React Infinity sneakers, designed for running performance and style.",166.99
Asics Air Max,1,139,3.44,"Asics Air Max sneakers, designed for basketball performance and style.",292.35
Yeezy Classic Leather,6,148,3.53,"Yeezy Classic Leather sneakers, designed for other performance and style.",371.44
Converse RS-X,6,125,4.55,"Converse RS-X sneakers, designed for other performance and style.",141.15
Jordan Yeezy Boost,3,188,4.69,"Jordan Yeezy Boost sneakers, designed for fashion performance and style.",186.77
Adidas Disruptor,4,41,4.06,"Adidas Disruptor sneakers, designed for running performance and style.",114.81
MSCHF Retro 1,2,163,3.12,"MSCHF Retro 1 sneakers, designed for lifestyle performance and style.",73.44
Jordan Gel-Lyte,5,61,4.27,"Jordan Gel-Lyte sneakers, designed for tennis performance and style.",221.14
Lanvin Triple S,2,23,4.63,"Lanvin Triple S sneakers, designed for lifestyle performance and style.",214.64
Converse Powerframe,1,45,4.04,"Converse Powerframe sneakers, designed for basketball performance and style.",164.57
Jordan Powerframe,1,16,4.2,"Jordan Powerframe sneakers, designed for basketball performance and style.",225.5
Fila Zoom Pegasus,4,123,4.6,"Fila Zoom Pegasus sneakers, designed for running performance and style.",351.92
Nike Chuck 70,3,41,3.21,"Nike Chuck 70 sneakers, designed for fashion performance and style.",65.97
Fila Disruptor,1,149,3.69,"Fila Disruptor sneakers, designed for basketball performance and style.",87.7
Nike Zoom Pegasus,1,36,4.62,"Nike Zoom Pegasus sneakers, designed for basketball performance and style.",309.41
New Balance Gel-Lyte,6,163,4.27,"New Balance Gel-Lyte sneakers, designed for other performance and style.",474.86
MSCHF Speedrunner,3,76,3.71,"MSCHF Speedrunner sneakers, designed for fashion performance and style.",196.45
New Balance Dunk,5,171,4.34,"New Balance Dunk sneakers, designed for tennis performance and style.",135.0
Louis Vuitton React Infinity,6,150,4.74,"Louis Vuitton React Infinity sneakers, designed for other performance and style.",291.28
Asics Speedrunner,6,101,3.41,"Asics Speedrunner sneakers, designed for other performance and style.",265.89
Yeezy Disruptor,2,31,3.63,"Yeezy Disruptor sneakers, designed for lifestyle performance and style.",218.53
Asics Powerframe,1,105,3.91,"Asics Powerframe sneakers, designed for basketball performance and style.",271.91
New Balance Yeezy Boost,6,89,4.33,"New Balance Yeezy Boost sneakers, designed for other performance and style.",148.31
Puma Disruptor,5,139,3.32,"Puma Disruptor sneakers, designed for tennis performance and style.",366.04
Asics Dunk,2,178,3.97,"Asics Dunk sneakers, designed for lifestyle performance and style.",469.77
Asics Triple S,6,188,4.47,"Asics Triple S sneakers, designed for other performance and style.",101.7
Yeezy Dunk,1,51,3.21,"Yeezy Dunk sneakers, designed for basketball performance and style.",200.65
Lanvin Dunk,1,123,4.98,"Lanvin Dunk sneakers, designed for basketball performance and style.",441.17
Puma RS-X,1,124,4.76,"Puma RS-X sneakers, designed for basketball performance and style.",442.32
New Balance Chuck 70,1,139,4.55,"New Balance Chuck 70 sneakers, designed for basketball performance and style.",405.91
Converse Yeezy Boost,6,127,4.53,"Converse Yeezy Boost sneakers, designed for other performance and style.",408.23
Louis Vuitton Retro 1,4,8,3.49,"Louis Vuitton Retro 1 sneakers, designed for running performance and style.",464.73
Dior Triple S,2,134,4.84,"Dior Triple S sneakers, designed for lifestyle performance and style.",277.8
Adidas Chuck 70,4,139,4.51,"Adidas Chuck 70 sneakers, designed for running performance and style.",230.94
Nike Zoom Pegasus,1,0,4.36,"Nike Zoom Pegasus sneakers, designed for basketball performance and style.",136.76
Adidas Triple S,2,51,3.3,"Adidas Triple S sneakers, designed for lifestyle performance and style.",121.72
Adidas Zoom Pegasus,5,147,4.69,"Adidas Zoom Pegasus sneakers, designed for tennis performance and style.",344.71
Jordan RS-Dreamer,3,123,4.89,"Jordan RS-Dreamer sneakers, designed for fashion performance and style.",270.46
Reebok RS-Dreamer,6,84,4.4,"Reebok RS-Dreamer sneakers, designed for other performance and style.",381.02
Fila Yeezy Boost,4,180,3.27,"Fila Yeezy Boost sneakers, designed for running performance and style.",317.74
Nike React Infinity,2,28,3.53,"Nike React Infinity sneakers, designed for lifestyle performance and style.",86.11
Jordan Air Max,4,10,4.96,"Jordan Air Max sneakers, designed for running performance and style.",271.89
Nike Zoom Pegasus,3,93,3.4,"Nike Zoom Pegasus sneakers, designed for fashion performance and style.",403.34
Puma Zoom Pegasus,1,134,4.74,"Puma Zoom Pegasus sneakers, designed for basketball performance and style.",258.71
Asics Classic Leather,4,59,4.64,"Asics Classic Leather sneakers, designed for running performance and style.",192.89
Puma Air Max,2,165,4.88,"Puma Air Max sneakers, designed for lifestyle performance and style.",167.89
Adidas RS-X,5,119,3.46,"Adidas RS-X sneakers, designed for tennis performance and style.",367.5
Yeezy Speedrunner,4,24,4.83,"Yeezy Speedrunner sneakers, designed for running performance and style.",311.43
Nike Zoom Pegasus,5,133,4.42,"Nike Zoom Pegasus sneakers, designed for tennis performance and style.",192.66
Adidas 990v5,5,130,3.54,"Adidas 990v5 sneakers, designed for tennis performance and style.",459.36
Asics Triple S,5,90,3.55,"Asics Triple S sneakers, designed for tennis performance and style.",307.22
Louis Vuitton Air Max,6,45,4.46,"Louis Vuitton Air Max sneakers, designed for other performance and style.",189.32
Reebok Dunk,1,158,4.14,"Reebok Dunk sneakers, designed for basketball performance and style.",392.0
Yeezy Dunk,6,110,3.55,"Yeezy Dunk sneakers, designed for other performance and style.",339.37
Dior Disruptor,2,28,3.19,"Dior Disruptor sneakers, designed for lifestyle performance and style.",271.41
Reebok Powerframe,6,151,3.26,"Reebok Powerframe sneakers, designed for other performance and style.",247.84
Asics RS-Dreamer,1,169,3.68,"Asics RS-Dreamer sneakers, designed for basketball performance and style.",263.76
Asics Yeezy Boost,1,127,4.27,"Asics Yeezy Boost sneakers, designed for basketball performance and style.",185.09
Dior Chuck 70,3,107,3.22,"Dior Chuck 70 sneakers, designed for fashion performance and style.",238.76
Yeezy Dunk,4,187,4.2,"Yeezy Dunk sneakers, designed for running performance and style.",192.25
Converse Classic Leather,6,2,4.51,"Converse Classic Leather sneakers, designed for other performance and style.",273.18
Dior 990v5,1,113,4.25,"Dior 990v5 sneakers, designed for basketball performance and style.",227.47
MSCHF Triple S,6,82,4.79,"MSCHF Triple S sneakers, designed for other performance and style.",71.16
MSCHF RS-Dreamer,1,150,4.48,"MSCHF RS-Dreamer sneakers, designed for basketball performance and style.",61.23
Adidas Zoom Pegasus,1,186,4.93,"Adidas Zoom Pegasus sneakers, designed for basketball performance and style.",52.83
Lanvin React Infinity,2,108,4.56,"Lanvin React Infinity sneakers, designed for lifestyle performance and style.",163.68
Dior 990v5,5,34,4.55,"Dior 990v5 sneakers, designed for tennis performance and style.",484.08
Asics Classic Leather,4,175,4.49,"Asics Classic Leather sneakers, designed for running performance and style.",407.11
Yeezy Zoom Pegasus,3,173,4.83,"Yeezy Zoom Pegasus sneakers, designed for fashion performance and style.",63.02
Dior Speedrunner,6,174,3.35,"Dior Speedrunner sneakers, designed for other performance and style.",78.69
Asics Disruptor,2,80,4.12,"Asics Disruptor sneakers, designed for lifestyle performance and style.",447.23
Fila Yeezy Boost,5,135,3.64,"Fila Yeezy Boost sneakers, designed for tennis performance and style.",434.04
Dior RS-X,4,26,3.15,"Dior RS-X sneakers, designed for running performance and style.",376.85
Fila Disruptor,2,102,3.66,"Fila Disruptor sneakers, designed for lifestyle performance and style.",281.67
Fila Yeezy Boost,3,34,4.03,"Fila Yeezy Boost sneakers, designed for fashion performance and style.",197.22
Asics React Infinity,5,139,3.46,"Asics React Infinity sneakers, designed for tennis performance and style.",419.16
Converse Triple S,4,46,4.79,"Converse Triple S sneakers, designed for running performance and style.",401.93
Yeezy Gel-Lyte,2,133,3.07,"Yeezy Gel-Lyte sneakers, designed for lifestyle performance and style.",276.19
Jordan Classic Leather,3,88,4.27,"Jordan Classic Leather sneakers, designed for fashion performance and style.",470.04
Dior Triple S,4,51,4.05,"Dior Triple S sneakers, designed for running performance and style.",91.33
Dior Triple S,5,169,4.23,"Dior Triple S sneakers, designed for tennis performance and style.",396.1
Dior Speedrunner,1,25,3.06,"Dior Speedrunner sneakers, designed for basketball performance and style.",484.3
Lanvin Triple S,1,119,3.38,"Lanvin Triple S sneakers, designed for basketball performance and style.",224.22
Dior Chuck 70,3,35,3.68,"Dior Chuck 70 sneakers, designed for fashion performance and style.",366.74
Jordan Zoom Pegasus,3,79,4.46,"Jordan Zoom Pegasus sneakers, designed for fashion performance and style.",319.62
Dior Air Max,3,170,3.63,"Dior Air Max sneakers, designed for fashion performance and style.",152.95
Jordan Speedrunner,3,158,4.68,"Jordan Speedrunner sneakers, designed for fashion performance and style.",172.04
Adidas Zoom Pegasus,3,88,3.45,"Adidas Zoom Pegasus sneakers, designed for fashion performance and style.",117.39
Nike Disruptor,6,124,3.75,"Nike Disruptor sneakers, designed for other performance and style.",257.21
Nike Yeezy Boost,3,18,3.09,"Nike Yeezy Boost sneakers, designed for fashion performance and style.",252.29
Adidas Retro 1,1,78,4.84,"Adidas Retro 1 sneakers, designed for basketball performance and style.",335.94
MSCHF Powerframe,5,91,4.99,"MSCHF Powerframe sneakers, designed for tennis performance and style.",131.84
Reebok 990v5,2,171,3.15,"Reebok 990v5 sneakers, designed for lifestyle performance and style.",235.13
Dior Air Max,6,168,3.86,"Dior Air Max sneakers, designed for other performance and style.",246.14
MSCHF Zoom Pegasus,3,151,4.34,"MSCHF Zoom Pegasus sneakers, designed for fashion performance and style.",250.93
Lanvin 990v5,2,49,4.36,"Lanvin 990v5 sneakers, designed for lifestyle performance and style.",320.73
Fila Disruptor,1,142,4.32,"Fila Disruptor sneakers, designed for basketball performance and style.",324.19
Louis Vuitton RS-X,3,34,4.48,"Louis Vuitton RS-X sneakers, designed for fashion performance and style.",366.42
Jordan React Infinity,6,70,4.58,"Jordan React Infinity sneakers, designed for other performance and style.",430.97
Yeezy Gel-Lyte,5,176,3.37,"Yeezy Gel-Lyte sneakers, designed for tennis performance and style.",115.26
Asics Gel-Lyte,1,9,3.71,"Asics Gel-Lyte sneakers, designed for basketball performance and style.",129.58
Nike Disruptor,1,1,3.55,"Nike Disruptor sneakers, designed for basketball performance and style.",367.48
New Balance Chuck 70,1,197,3.81,"New Balance Chuck 70 sneakers, designed for basketball performance and style.",404.43
Dior Yeezy Boost,5,59,4.11,"Dior Yeezy Boost sneakers, designed for tennis performance and style.",455.03
Reebok Triple S,4,160,3.75,"Reebok Triple S sneakers, designed for running performance and style.",107.48
Lanvin Retro 1,2,200,4.6,"Lanvin Retro 1 sneakers, designed for lifestyle performance and style.",278.53
Dior Powerframe,2,155,4.8,"Dior Powerframe sneakers, designed for lifestyle performance and style.",354.02
Nike Speedrunner,6,127,4.76,"Nike Speedrunner sneakers, designed for other performance and style.",78.02
Nike RS-Dreamer,2,132,3.2,"Nike RS-Dreamer sneakers, designed for lifestyle performance and style.",222.92
New Balance Retro 1,1,60,4.39,"New Balance Retro 1 sneakers, designed for basketball performance and style.",197.27
Reebok RS-Dreamer,3,6,3.46,"Reebok RS-Dreamer sneakers, designed for fashion performance and style.",319.89
Fila RS-X,4,112,4.07,"Fila RS-X sneakers, designed for running performance and style.",494.65
Louis Vuitton Speedrunner,6,155,4.0,"Louis Vuitton Speedrunner sneakers, designed for other performance and style.",167.06
Reebok Triple S,3,68,4.71,"Reebok Triple S sneakers, designed for fashion performance and style.",142.03
Jordan 990v5,6,62,3.75,"Jordan 990v5 sneakers, designed for other performance and style.",498.98
Yeezy Powerframe,1,18,3.45,"Yeezy Powerframe sneakers, designed for basketball performance and style.",94.11
Dior Speedrunner,6,191,4.61,"Dior Speedrunner sneakers, designed for other performance and style.",337.67
Fila Classic Leather,1,111,3.59,"Fila Classic Leather sneakers, designed for basketball performance and style.",252.5
Fila Powerframe,2,184,3.61,"Fila Powerframe sneakers, designed for lifestyle performance and style.",455.62
Jordan RS-Dreamer,2,7,4.93,"Jordan RS-Dreamer sneakers, designed for lifestyle performance and style.",95.61
Lanvin Chuck 70,2,112,3.16,"Lanvin Chuck 70 sneakers, designed for lifestyle performance and style.",469.97
New Balance Disruptor,1,92,4.58,"New Balance Disruptor sneakers, designed for basketball performance and style.",99.68
Asics 990v5,3,49,4.86,"Asics 990v5 sneakers, designed for fashion performance and style.",221.9
Converse Retro 1,3,0,3.67,"Converse Retro 1 sneakers, designed for fashion performance and style.",304.03
Converse Retro 1,5,110,4.51,"Converse Retro 1 sneakers, designed for tennis performance and style.",225.51
Reebok Gel-Lyte,3,174,4.18,"Reebok Gel-Lyte sneakers, designed for fashion performance and style.",347.77
Asics Air Max,1,10,3.39,"Asics Air Max sneakers, designed for basketball performance and style.",441.86
Converse RS-Dreamer,4,87,3.2,"Converse RS-Dreamer sneakers, designed for running performance and style.",468.22
Fila Yeezy Boost,4,137,4.58,"Fila Yeezy Boost sneakers, designed for running performance and style.",125.67
Adidas Retro 1,4,69,3.3,"Adidas Retro 1 sneakers, designed for running performance and style.",158.7
Asics 990v5,1,151,3.3,"Asics 990v5 sneakers, designed for basketball performance and style.",234.7
Adidas Dunk,3,76,4.05,"Adidas Dunk sneakers, designed for fashion performance and style.",431.16
MSCHF Powerframe,3,86,3.18,"MSCHF Powerframe sneakers, designed for fashion performance and style.",454.47
MSCHF Yeezy Boost,5,114,3.46,"MSCHF Yeezy Boost sneakers, designed for tennis performance and style.",109.13
Yeezy Chuck 70,5,185,4.12,"Yeezy Chuck 70 sneakers, designed for tennis performance and style.",178.78
Dior RS-X,4,142,3.49,"Dior RS-X sneakers, designed for running performance and style.",363.92
Yeezy Retro 1,1,195,3.32,"Yeezy Retro 1 sneakers, designed for basketball performance and style.",150.52
Puma Air Max,2,90,3.67,"Puma Air Max sneakers, designed for lifestyle performance and style.",153.03
Adidas React Infinity,6,23,3.17,"Adidas React Infinity sneakers, designed for other performance and style.",303.46
Dior RS-Dreamer,3,195,3.33,"Dior RS-Dreamer sneakers, designed for fashion performance and style.",412.58
Fila Yeezy Boost,1,151,3.74,"Fila Yeezy Boost sneakers, designed for basketball performance and style.",323.36
Puma RS-X,1,50,3.86,"Puma RS-X sneakers, designed for basketball performance and style.",140.92
Dior Air Max,3,96,3.23,"Dior Air Max sneakers, designed for fashion performance and style.",384.24
Adidas Chuck 70,2,19,3.57,"Adidas Chuck 70 sneakers, designed for lifestyle performance and style.",212.24
Fila Disruptor,4,148,3.94,"Fila Disruptor sneakers, designed for running performance and style.",221.75
